page_rank_decimal,shortining_service,favicon,request_url,url_of_anchor,links_in_tags,iframe,web_traffic,page_rank,google_index,links_pointing_to_page,sim_lev,sim_fuzz,num_of_subdomains,len_sub,len_of_subdomains,result
2.45,1,-1,0,1,0,-1,0,1,1,1,0.5,34,1,1,3,1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.5714285714285714,33,0,1,0,-1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,11,-1
1.87,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,19,-1
0.0,1,-1,0,0,0,1,-1,-1,-1,1,0.25,47,1,0,11,-1
3.51,1,1,0,1,0,-1,0,1,1,1,0.6666666666666666,42,1,1,3,1
1.27,1,1,1,1,1,1,0,1,1,1,0.5,46,2,0,11,1
2.12,1,1,0,1,0,-1,0,1,-1,0,0.5,50,0,1,0,1
3.45,1,1,0,1,0,1,0,1,-1,1,0.5714285714285714,36,0,1,0,1
2.76,1,1,0,1,0,-1,0,1,1,-1,0.5,45,0,1,0,1
2.03,1,1,0,0,0,-1,0,1,1,1,0.5714285714285714,53,1,1,3,1
7.29,-1,1,0,-1,0,1,1,1,-1,1,0.5714285714285714,40,0,1,0,-1
4.53,1,1,0,1,0,-1,0,1,1,0,0.6,55,1,1,6,1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.4,25,1,-1,36,-1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,14,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.6666666666666666,25,1,-1,36,-1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.5,46,1,-1,17,-1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,-1,22,-1
3.17,1,1,1,1,1,-1,0,1,-1,0,0.6,48,0,1,0,1
0.0,1,1,0,1,0,1,-1,-1,1,-1,0.5,40,1,-1,35,-1
5.21,1,1,1,-1,1,1,1,1,1,1,0.5,44,1,0,12,1
4.85,1,1,0,0,0,-1,0,1,1,1,0.7142857142857143,46,1,1,5,1
2.37,1,1,1,1,1,1,0,1,-1,1,0.3333333333333333,42,0,1,0,1
0.0,1,1,1,1,1,1,0,-1,1,1,0.6666666666666666,36,0,1,0,1
0.0,1,-1,0,0,0,1,-1,-1,-1,1,0.25,47,1,0,14,-1
5.48,1,1,0,0,0,-1,1,1,-1,1,0.7,38,0,1,0,1
5.84,1,-1,-1,1,0,-1,1,1,1,1,0.5,50,1,1,3,1
3.99,1,1,1,1,0,-1,0,1,1,1,0.5555555555555556,47,0,1,0,1
0.0,1,-1,1,1,1,1,-1,-1,-1,-1,0.5,57,1,1,5,-1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
3.69,1,1,-1,0,0,-1,0,1,1,0,0.5714285714285714,50,1,1,3,1
2.4,1,1,1,1,1,1,0,1,-1,-1,0.6666666666666666,40,0,1,0,1
0.0,1,1,1,1,0,1,-1,-1,-1,-1,0.5714285714285714,48,1,0,12,-1
0.0,1,1,1,1,1,1,-1,-1,-1,0,0.5,53,1,-1,19,-1
1.66,1,1,1,1,1,1,0,1,-1,1,0.5,53,1,0,14,-1
2.51,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,10,-1
2.78,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,14,-1
5.54,1,1,1,1,1,1,1,1,-1,-1,0.25,86,0,1,0,-1
0.0,1,-1,0,1,-1,1,-1,-1,-1,1,0.8,18,0,1,0,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.6,25,1,-1,36,-1
8.81,1,-1,0,-1,0,-1,1,1,-1,0,1.0,0,1,1,4,-1
2.66,1,1,0,1,0,-1,0,1,1,0,0.6,53,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,1,0.5,53,1,0,15,-1
0.0,1,1,1,1,0,-1,0,-1,-1,1,0.6,50,1,1,3,1
3.41,1,1,1,1,1,1,0,1,-1,-1,0.5714285714285714,57,2,0,14,1
2.52,1,1,0,1,0,-1,0,1,1,1,0.6,43,0,1,0,1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,13,-1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,-1,41,-1
0.0,1,1,0,1,-1,1,-1,-1,-1,-1,0.25,44,1,-1,28,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.6666666666666666,25,1,-1,36,-1
0.0,1,1,1,0,1,-1,-1,-1,-1,1,0.5,53,1,-1,19,-1
2.32,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,21,-1
5.1,1,1,-1,1,0,-1,1,1,1,1,0.6,44,1,1,3,1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0.5,50,2,0,13,-1
0.0,1,1,-1,1,1,1,-1,-1,-1,-1,0.6666666666666666,46,1,1,6,-1
1.62,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,-1,16,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,-1,16,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,-1,18,-1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
2.73,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,15,-1
5.62,1,1,-1,1,0,-1,1,1,1,1,0.5,62,1,1,3,1
0.0,1,1,0,1,1,-1,-1,-1,-1,-1,0.6,33,1,1,3,-1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,-1,17,-1
2.37,1,1,0,1,0,-1,0,1,1,1,0.6,46,0,1,0,1
0.2,1,1,0,0,0,-1,0,1,-1,1,0.4,50,1,1,1,1
0.6,1,1,0,1,0,-1,0,1,-1,1,0.5,44,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.6,40,1,0,11,-1
1.49,1,1,1,1,0,-1,0,1,1,1,0.6666666666666666,42,1,1,3,1
6.02,1,1,-1,1,0,-1,1,1,1,1,0.6,57,1,1,3,1
1.64,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,16,-1
4.41,1,1,0,1,0,1,0,1,-1,1,0.8,46,1,1,3,1
2.38,1,1,1,1,1,1,0,1,1,-1,0.5714285714285714,38,1,1,3,1
0.0,1,1,1,-1,1,1,-1,-1,1,1,0.5,46,1,0,11,-1
0.0,1,1,1,1,1,1,0,-1,1,0,0.6,42,0,1,0,1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.25,60,1,-1,26,-1
3.49,1,1,0,1,0,-1,0,1,1,1,0.42857142857142855,57,1,1,3,1
1.6,1,1,1,1,1,1,0,1,1,1,0.6666666666666666,46,0,1,0,1
2.43,1,1,0,1,1,-1,0,1,1,1,0.6666666666666666,33,1,1,3,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.25,46,1,1,7,-1
2.16,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,22,-1
1.89,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,17,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,36,1,-1,19,-1
0.0,1,1,0,1,1,1,-1,-1,1,-1,0.0,41,1,-1,23,-1
2.41,1,1,1,1,0,-1,0,1,1,1,0.5,38,1,1,3,1
5.56,1,1,-1,1,0,1,1,1,1,-1,0.7142857142857143,36,0,1,0,-1
6.0,-1,1,1,1,1,1,1,1,-1,-1,0.6666666666666666,50,0,1,0,-1
2.95,1,1,-1,0,-1,-1,0,1,-1,1,0.7142857142857143,46,1,0,10,1
3.21,1,1,0,0,0,-1,0,1,1,1,0.6666666666666666,62,0,1,0,1
1.82,1,1,1,1,1,-1,0,1,-1,-1,0.75,31,0,1,0,1
4.0,1,1,0,1,0,-1,0,1,1,1,0.5,62,1,1,3,1
1.77,1,1,0,0,0,-1,0,1,1,1,0.7142857142857143,38,1,1,3,1
0.0,1,1,1,1,0,1,-1,-1,-1,-1,0.6,36,1,-1,18,-1
1.03,1,1,-1,1,-1,-1,0,1,-1,1,0.5,42,1,1,3,1
4.78,1,1,1,1,1,1,0,1,-1,-1,0.5714285714285714,57,1,1,1,-1
2.73,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,15,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.0,62,1,-1,18,-1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.25,60,1,0,15,-1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
0.0,1,-1,0,0,0,1,-1,-1,-1,1,0.25,47,1,0,14,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,36,1,1,4,-1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0.6,40,1,-1,16,-1
3.35,1,1,1,1,0,-1,0,1,1,1,0.5,40,0,1,0,1
3.96,1,1,1,0,1,1,0,1,1,1,0.6,42,1,1,3,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,-1,17,-1
3.66,1,-1,-1,1,0,-1,0,1,1,1,0.6,53,0,1,0,1
2.65,1,-1,1,1,1,1,0,1,-1,0,0.4,53,1,-1,18,-1
2.38,1,1,1,1,1,1,0,1,-1,0,0.7777777777777778,40,1,1,4,1
0.0,1,-1,-1,1,-1,1,0,-1,-1,1,0.6,42,1,1,3,1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.6,40,1,-1,18,-1
1.67,1,1,1,1,1,-1,0,1,1,1,0.5714285714285714,50,1,1,3,1
0.0,1,1,1,1,0,1,-1,-1,-1,-1,0.5,36,1,0,15,-1
2.83,1,1,-1,1,0,-1,0,1,-1,1,0.6666666666666666,38,1,1,3,1
3.06,1,1,1,1,1,-1,0,1,1,1,0.5,45,1,1,3,1
1.34,1,1,1,1,1,1,0,1,-1,-1,0.6,40,0,1,0,-1
4.61,1,-1,0,1,0,-1,0,1,1,1,0.7142857142857143,40,0,1,0,1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.25,60,1,0,13,-1
0.0,1,1,1,0,1,-1,-1,-1,-1,1,0.4,53,1,0,15,-1
5.2,1,1,1,1,1,1,1,1,-1,-1,0.7142857142857143,40,1,1,3,1
0.0,1,1,1,-1,1,1,-1,-1,1,1,0.0,74,1,0,12,-1
4.93,1,1,0,1,0,1,0,1,1,1,0.6666666666666666,44,0,1,0,1
2.55,1,1,0,1,0,-1,0,1,-1,1,0.5,57,1,1,3,1
2.37,1,1,0,1,0,-1,0,1,1,1,0.2,53,1,1,3,1
1.07,1,1,1,1,1,1,0,1,1,-1,0.42857142857142855,35,0,1,0,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
4.8,1,-1,-1,-1,-1,1,0,1,-1,0,0.7142857142857143,60,1,1,2,-1
1.64,1,1,0,1,0,-1,0,1,-1,-1,0.5714285714285714,42,0,1,0,1
0.0,1,-1,-1,0,0,-1,-1,-1,-1,1,0.25,47,1,0,14,-1
3.16,1,1,1,1,1,1,0,1,1,1,0.6,67,2,0,10,1
2.7,1,1,1,1,0,-1,0,1,-1,1,0.6666666666666666,43,0,1,0,1
2.06,1,1,0,1,0,-1,0,1,1,1,0.6666666666666666,47,0,1,0,1
2.5,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,13,-1
2.02,1,1,1,0,1,-1,0,1,1,1,0.5714285714285714,47,0,1,0,1
2.65,1,1,1,1,1,1,0,1,1,1,0.6,50,1,1,7,1
5.01,1,1,1,1,1,-1,0,1,1,1,0.75,38,0,1,0,1
4.48,1,1,0,1,0,-1,0,1,1,1,0.7142857142857143,44,1,1,3,1
3.08,1,1,1,1,0,-1,0,1,-1,-1,0.4,59,0,1,0,1
2.76,1,-1,-1,1,0,-1,0,1,1,0,0.625,33,0,1,0,1
4.81,1,1,-1,1,0,-1,0,1,1,1,0.6,47,1,1,3,1
2.22,1,1,-1,1,-1,1,0,1,-1,1,0.5,60,1,1,3,1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.25,47,1,0,14,-1
3.23,1,1,0,1,0,-1,0,1,-1,1,0.5,36,0,1,0,1
3.34,1,1,0,1,0,-1,0,1,1,1,0.5,47,0,1,0,1
3.17,1,1,1,1,1,-1,0,1,1,-1,0.3333333333333333,34,1,1,3,1
1.62,1,-1,1,0,1,1,0,1,-1,0,0.4,53,1,0,15,-1
3.53,1,1,0,1,0,-1,0,1,-1,1,0.5,47,0,1,0,1
1.6,1,1,1,1,0,1,0,1,1,1,0.3333333333333333,50,0,1,0,1
0.51,1,1,1,1,1,-1,0,1,-1,1,0.42857142857142855,40,1,1,3,1
2.16,1,1,0,1,0,-1,0,1,-1,1,0.5,40,0,1,0,1
2.22,1,1,0,1,0,-1,0,1,1,1,0.4,50,0,1,0,1
2.68,1,1,0,1,0,-1,0,1,1,0,0.4,40,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,38,1,1,4,-1
3.26,1,1,-1,1,0,1,0,1,-1,-1,0.5714285714285714,38,0,1,0,1
5.12,1,1,1,1,1,-1,1,1,-1,1,0.6,50,1,1,3,1
1.95,1,1,1,1,1,-1,0,1,1,1,0.6,53,0,1,0,1
2.26,1,1,1,1,0,1,0,1,-1,1,0.6,38,0,1,0,1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.25,47,1,0,14,-1
3.04,1,1,1,1,0,-1,0,1,-1,0,0.6,47,0,1,0,1
2.73,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,0,15,-1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,12,-1
0.0,1,1,1,1,1,1,-1,-1,1,-1,1.0,0,0,1,0,-1
3.27,1,-1,0,1,0,-1,0,1,-1,0,0.6,46,0,1,0,1
2.86,1,1,0,1,0,-1,0,1,-1,0,0.8,38,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.6,40,1,-1,18,-1
4.15,1,1,0,1,0,-1,0,1,-1,1,0.5714285714285714,50,1,1,3,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
2.76,1,1,0,1,0,-1,0,1,-1,1,0.6,35,0,1,0,1
1.44,1,1,0,1,0,-1,0,1,-1,0,0.5,48,0,1,0,1
8.64,-1,1,1,-1,1,1,1,1,-1,1,0.7142857142857143,40,0,1,0,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.75,33,0,1,0,-1
0.0,1,1,-1,1,1,1,-1,-1,-1,-1,0.5,46,1,0,14,-1
3.06,1,1,-1,1,0,-1,0,1,-1,-1,0.75,43,1,1,5,1
1.4,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,14,-1
0.0,1,-1,0,0,0,1,-1,-1,-1,0,0.25,47,1,-1,16,-1
2.68,1,1,1,1,1,-1,0,1,1,1,0.5,48,1,1,3,1
4.14,1,1,0,1,0,1,0,1,-1,-1,0.6,53,0,1,0,1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.5714285714285714,48,1,0,12,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.8333333333333334,22,0,1,0,-1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0.5714285714285714,38,1,-1,19,-1
4.41,1,1,1,0,0,1,0,1,1,1,0.4,40,0,1,0,1
2.4,1,1,1,1,1,1,0,1,-1,0,0.4,53,1,-1,18,-1
2.53,1,1,0,1,0,-1,0,1,1,1,0.6,50,1,1,3,1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.4,25,1,-1,36,-1
0.91,1,1,1,1,1,1,0,1,1,1,0.625,38,0,1,0,1
8.13,1,1,-1,0,-1,-1,1,1,-1,1,1.0,0,1,1,5,-1
1.9,1,1,1,1,1,-1,0,1,1,1,0.5,44,1,1,3,1
2.33,1,1,1,1,1,1,0,1,1,1,0.5714285714285714,35,0,1,0,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.25,47,1,0,10,-1
0.0,1,1,0,1,0,-1,0,-1,1,1,0.5555555555555556,33,0,1,0,1
1.64,1,1,1,-1,1,1,0,1,-1,0,0.5714285714285714,43,0,1,0,-1
1.42,1,1,1,1,0,-1,0,1,1,1,0.5,42,1,1,3,1
1.59,1,-1,1,1,0,-1,0,1,1,-1,0.5,38,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.0,100,1,1,7,-1
1.95,1,1,1,1,0,-1,0,1,-1,1,0.75,50,1,1,3,1
5.46,1,1,0,1,0,-1,1,1,1,1,0.5714285714285714,46,1,1,3,1
7.92,-1,1,-1,1,0,-1,1,1,-1,0,0.6666666666666666,43,0,1,0,-1
1.77,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,0,15,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,-1,0.3333333333333333,40,1,-1,23,-1
2.71,1,-1,-1,1,-1,-1,0,1,1,1,0.6,48,1,1,3,1
3.27,1,1,0,1,0,-1,0,1,1,1,0.4,38,1,1,3,1
4.24,1,1,-1,-1,-1,-1,0,1,1,1,0.6666666666666666,40,1,1,4,1
1.36,1,1,1,1,1,-1,0,1,1,1,0.6,36,0,1,0,1
2.87,1,1,1,1,0,1,0,1,1,-1,0.75,38,0,1,0,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
7.92,-1,1,0,-1,0,1,1,1,-1,1,0.6666666666666666,43,0,1,0,-1
0.0,1,-1,-1,-1,0,1,-1,-1,-1,0,0.6,43,1,1,6,-1
0.82,1,1,0,0,0,-1,0,1,1,1,0.7142857142857143,50,1,1,4,1
3.52,1,1,0,1,1,1,0,1,-1,1,0.6,37,0,1,0,1
4.79,1,-1,0,1,0,-1,0,1,1,1,0.5,32,0,1,0,1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,0,0.5,47,1,0,10,-1
0.0,1,1,-1,1,-1,-1,-1,-1,1,-1,0.25,60,1,-1,21,-1
2.57,1,1,1,1,1,1,0,1,-1,-1,0.4,53,1,-1,17,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,36,1,-1,47,-1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.25,60,1,0,10,-1
3.71,1,1,1,1,1,-1,0,1,-1,1,0.6,44,1,1,3,1
5.55,1,1,1,1,1,1,1,1,-1,1,0.5,42,1,1,3,1
2.83,1,1,0,1,0,-1,0,1,1,1,0.7142857142857143,38,1,1,3,1
3.15,1,1,1,1,0,-1,0,1,-1,1,0.6,38,0,1,0,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,14,-1
3.04,1,1,0,1,0,-1,0,1,1,1,0.75,35,0,1,0,1
5.27,1,1,1,1,1,-1,1,1,-1,1,0.6666666666666666,43,0,1,0,-1
0.0,1,1,-1,0,0,-1,0,-1,-1,1,0.6,42,0,1,0,1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.4,40,1,-1,30,-1
5.95,1,1,-1,1,0,-1,1,1,1,1,0.42857142857142855,53,1,1,3,1
2.67,1,1,0,1,0,-1,0,1,1,0,0.5,32,0,1,0,1
8.81,1,-1,0,-1,0,-1,1,1,-1,0,1.0,0,1,1,4,-1
0.0,1,1,0,1,1,1,0,-1,-1,1,0.7142857142857143,31,1,1,3,1
2.19,1,1,-1,-1,0,1,0,1,-1,0,0.5,46,1,0,10,-1
1.49,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,-1,16,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.4,25,1,-1,36,-1
3.58,1,1,1,1,0,-1,0,1,1,1,0.7142857142857143,57,1,1,6,1
0.0,1,1,1,-1,1,1,-1,-1,-1,1,0.0,75,1,0,15,-1
0.0,1,1,1,1,0,1,-1,-1,-1,-1,0.5,44,1,1,3,-1
3.21,1,1,-1,0,-1,-1,0,1,-1,1,0.7142857142857143,40,0,1,0,1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.4,43,1,0,14,-1
1.69,1,1,1,1,1,1,0,1,-1,-1,0.6666666666666666,40,0,1,0,-1
2.99,1,1,1,1,1,-1,0,1,-1,1,0.6,38,1,1,3,1
0.0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0.25,60,1,0,12,-1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,10,-1
5.56,1,1,-1,1,-1,1,1,1,1,-1,0.7142857142857143,36,0,1,0,-1
3.59,1,1,1,1,1,1,0,1,1,1,0.6,55,1,1,3,1
5.78,1,-1,-1,1,-1,-1,1,1,1,1,0.6666666666666666,46,0,1,0,1
2.72,1,1,1,1,0,1,0,1,1,1,0.42857142857142855,60,1,1,3,1
0.0,1,1,1,-1,1,1,-1,-1,-1,1,0.6,47,0,1,0,-1
4.83,1,1,1,1,1,1,0,1,-1,1,0.4,44,1,1,3,1
0.0,1,-1,-1,1,0,1,-1,-1,-1,-1,0.6,57,1,0,11,-1
0.0,1,1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,12,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.6666666666666666,38,1,1,3,-1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.25,47,1,0,11,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,-1,0.6,47,0,1,0,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5714285714285714,40,1,0,8,-1
3.78,1,1,0,1,1,1,0,1,1,1,0.5,50,1,1,3,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,15,-1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.25,47,1,0,10,-1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,-1,17,-1
5.46,1,-1,-1,1,-1,1,1,1,1,1,0.5714285714285714,50,1,1,3,1
0.0,1,-1,-1,-1,0,1,-1,-1,-1,1,0.6666666666666666,46,1,0,11,-1
2.01,1,1,-1,1,0,1,0,1,1,1,0.6,40,1,1,5,1
2.4,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,21,-1
0.0,1,-1,0,-1,0,1,-1,-1,1,0,0.6,46,1,0,10,-1
0.0,1,1,1,1,1,1,-1,-1,-1,1,0.5,53,1,-1,25,-1
0.0,1,1,-1,0,-1,-1,0,-1,-1,1,0.5,35,1,1,3,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,11,-1
1.78,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,24,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,57,4,-1,22,-1
0.0,1,1,1,0,0,1,0,-1,1,1,0.75,29,0,1,0,1
3.94,1,1,-1,0,0,-1,0,1,-1,1,0.6666666666666666,36,1,1,3,1
1.0,1,-1,-1,-1,-1,1,0,1,-1,0,0.7142857142857143,43,0,1,0,-1
5.74,1,1,1,1,1,1,1,1,1,-1,0.625,40,1,1,3,1
1.69,1,-1,0,1,0,-1,0,1,-1,1,0.75,38,0,1,0,1
1.25,1,1,1,1,1,1,0,1,-1,-1,0.4,40,1,0,11,1
1.5,1,-1,-1,1,-1,1,0,1,1,0,0.5,36,1,1,3,1
3.28,1,1,1,1,0,-1,0,1,-1,1,0.5,47,0,1,0,1
4.14,1,1,1,1,1,-1,0,1,1,1,0.6,43,0,1,0,1
0.0,1,1,1,1,1,1,0,-1,-1,-1,0.5,40,0,1,0,-1
2.91,1,1,1,1,1,1,0,1,1,0,0.5714285714285714,42,1,1,3,1
0.0,1,1,1,1,1,-1,0,-1,1,-1,0.5,36,1,1,3,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,-1,18,-1
5.13,-1,1,0,1,0,1,1,1,-1,-1,0.8,25,0,1,0,-1
0.0,1,1,0,1,1,-1,-1,-1,-1,-1,0.3333333333333333,37,1,1,3,-1
5.09,1,1,0,1,0,-1,1,1,1,1,0.7142857142857143,55,0,1,0,1
4.16,1,1,0,1,0,-1,0,1,1,0,0.5714285714285714,40,1,1,3,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,-1,18,-1
4.95,1,1,-1,1,-1,-1,0,1,1,1,0.75,46,1,1,3,1
0.0,1,-1,-1,0,-1,1,-1,-1,-1,0,0.5,47,1,0,9,-1
4.34,1,1,1,1,0,-1,0,1,-1,1,0.375,50,1,1,3,1
0.0,1,1,1,0,1,-1,-1,-1,-1,0,0.6,36,1,-1,30,-1
3.78,1,1,-1,1,-1,1,0,1,1,1,0.4,50,2,0,15,1
2.4,1,1,1,0,1,1,0,1,-1,1,0.6,35,0,1,0,1
4.81,1,1,0,1,0,-1,0,1,1,1,0.4,55,1,1,3,1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.6,57,1,0,11,-1
8.64,-1,1,1,-1,1,1,1,1,-1,1,0.7142857142857143,40,0,1,0,-1
4.78,1,1,-1,1,-1,1,0,1,-1,-1,0.5714285714285714,57,1,1,1,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,13,-1
2.8,1,1,0,1,0,-1,0,1,1,1,0.6666666666666666,35,1,1,3,1
0.21,1,1,1,1,1,1,0,1,-1,1,0.6666666666666666,42,0,1,0,1
8.64,-1,-1,-1,-1,-1,1,1,1,-1,1,0.7142857142857143,40,0,1,0,-1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,14,-1
4.12,1,1,-1,1,0,-1,0,1,-1,-1,0.5714285714285714,57,1,1,7,1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.5,25,1,-1,36,-1
6.15,1,1,1,1,1,-1,1,1,1,1,0.2857142857142857,71,1,1,4,1
1.82,1,1,0,1,0,-1,0,1,1,1,0.6,45,0,1,0,1
1.05,1,1,-1,1,1,1,0,1,-1,1,0.5714285714285714,42,1,1,3,1
1.39,1,1,1,1,0,-1,0,1,-1,1,0.6,42,0,1,0,1
2.9,1,1,0,1,0,-1,0,1,-1,-1,0.2857142857142857,45,1,1,3,1
2.28,1,1,1,1,0,1,0,1,1,1,0.7142857142857143,38,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5714285714285714,42,1,-1,17,-1
4.02,1,1,1,1,1,1,0,1,1,1,0.5,44,0,1,0,1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,-1,16,-1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.4,43,1,0,14,-1
5.66,1,1,1,1,1,1,1,1,-1,1,0.6,40,1,1,3,1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.5,35,0,1,0,-1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.6,40,1,-1,22,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,14,-1
5.06,1,1,0,1,0,-1,1,1,1,1,0.4,38,1,1,3,1
2.73,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,19,-1
3.4,1,1,0,1,0,1,0,1,1,1,0.7142857142857143,46,1,1,3,1
2.73,1,1,0,1,0,-1,0,1,-1,0,0.7142857142857143,40,0,1,0,1
2.94,1,1,1,1,0,1,0,1,1,1,0.5714285714285714,53,1,1,3,1
2.22,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,13,-1
7.29,-1,1,0,1,0,-1,1,1,-1,-1,0.5714285714285714,40,1,1,3,-1
2.37,1,1,1,1,1,-1,0,1,1,0,0.5,48,1,1,3,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
