page_rank_decimal,shortining_service,favicon,request_url,url_of_anchor,links_in_tags,iframe,web_traffic,page_rank,google_index,links_pointing_to_page,sim_lev,sim_fuzz,num_of_subdomains,len_sub,len_of_subdomains,result
4.34,1,-1,0,1,0,-1,0,1,1,1,0.5,39,0,1,0,1
2.03,1,1,-1,1,-1,1,0,1,-1,-1,0.6666666666666666,40,0,1,0,-1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0.42857142857142855,71,1,-1,17,-1
2.66,1,-1,0,1,0,-1,0,1,1,1,0.6,37,0,1,0,1
1.41,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,23,-1
1.46,1,-1,1,1,1,1,0,1,-1,0,0.375,53,1,-1,16,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.4,53,2,-1,64,-1
0.0,1,1,1,1,1,1,-1,-1,-1,1,0.5,53,1,0,14,-1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,-1,17,-1
4.82,1,1,0,1,0,-1,0,1,1,1,0.6,36,1,1,3,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,1,7,-1
3.74,1,1,0,-1,0,1,0,1,1,0,0.8,33,1,1,1,-1
0.0,1,-1,-1,1,-1,1,-1,-1,1,-1,0.5,47,1,-1,17,-1
4.84,1,1,0,0,1,1,0,1,-1,0,0.5,48,1,1,6,1
4.78,1,1,-1,1,-1,1,0,1,-1,-1,0.5714285714285714,57,1,1,1,-1
0.0,1,1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
5.21,1,1,1,1,1,-1,1,1,1,1,0.75,44,1,1,3,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.4,40,1,0,15,-1
5.44,1,-1,0,1,0,-1,1,1,1,1,0.7142857142857143,44,1,1,4,1
5.11,1,-1,-1,-1,-1,-1,1,1,1,1,0.5714285714285714,50,1,1,6,1
2.51,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,14,-1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,13,-1
3.66,1,1,-1,1,0,1,0,1,1,1,0.6,46,0,1,0,1
0.0,1,1,1,1,1,1,0,-1,-1,-1,0.6666666666666666,37,1,1,3,1
2.74,1,1,0,1,0,-1,0,1,1,-1,0.6,38,1,1,3,1
2.96,1,1,0,1,0,-1,0,1,1,1,0.3333333333333333,62,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,1,0.5,47,1,1,1,-1
0.0,1,1,1,1,0,1,-1,-1,-1,-1,0.4,47,2,-1,35,-1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.25,60,1,1,6,-1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0.4,47,2,-1,24,-1
1.49,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,14,-1
0.0,1,1,1,1,1,1,-1,-1,-1,1,0.5,53,1,-1,16,-1
2.68,1,1,1,1,1,1,0,1,1,0,0.6,35,1,1,3,1
1.99,1,-1,0,0,0,1,0,1,1,1,0.6,44,1,1,3,1
8.64,-1,-1,-1,-1,-1,1,1,1,-1,1,0.7142857142857143,40,0,1,0,-1
0.0,1,-1,0,-1,0,1,-1,-1,-1,1,0.25,47,1,0,14,-1
2.28,1,1,1,1,0,-1,0,1,1,1,0.5555555555555556,50,0,1,0,1
5.1,1,1,0,1,0,-1,1,1,1,1,0.625,44,0,1,0,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.6,25,1,-1,36,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,0,0.5,31,0,1,0,-1
2.57,1,1,1,1,1,1,0,1,1,1,0.6,35,0,1,0,1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.4,44,1,0,13,-1
2.27,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,0,15,-1
3.32,1,1,1,1,1,1,0,1,1,1,0.6,40,0,1,0,1
2.08,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,23,-1
4.92,1,1,0,1,0,-1,0,1,1,1,0.7142857142857143,40,0,1,0,1
1.86,1,-1,0,0,0,-1,0,1,1,1,0.4,55,1,1,7,1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.5,50,1,0,10,-1
0.0,1,1,1,0,0,-1,-1,-1,-1,1,0.5,36,1,-1,35,-1
2.73,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,11,-1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
3.44,1,1,1,1,0,-1,0,1,1,-1,0.75,50,1,1,3,1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.5,29,0,1,0,-1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,0,0.6666666666666666,25,1,-1,36,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5714285714285714,36,1,-1,19,-1
5.38,1,1,-1,1,0,-1,1,1,1,1,0.5,42,0,1,0,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,15,-1
0.0,1,-1,-1,1,0,1,-1,-1,-1,-1,0.25,47,1,0,10,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,11,-1
3.05,1,1,1,1,1,1,0,1,1,-1,0.5714285714285714,38,1,1,3,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,36,1,0,9,-1
5.52,1,-1,-1,1,-1,-1,1,1,1,1,0.7142857142857143,46,0,1,0,1
2.76,1,1,1,1,1,1,0,1,1,0,0.5,37,0,1,0,1
0.0,1,-1,0,1,0,1,0,-1,-1,-1,0.6,46,1,1,4,1
3.42,1,1,1,1,0,1,0,1,-1,0,0.6,46,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.75,27,0,1,0,-1
2.03,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,20,-1
0.0,1,1,1,1,1,1,0,-1,1,0,0.6666666666666666,35,0,1,0,1
2.91,1,1,-1,1,-1,-1,0,1,1,1,0.5,40,1,1,6,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.0,46,1,-1,20,-1
5.2,1,1,0,1,0,-1,1,1,-1,-1,0.6,53,0,1,0,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,10,-1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
3.77,1,1,1,1,1,1,0,1,-1,1,0.4,40,1,1,3,1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,11,-1
1.83,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,11,-1
3.6,1,1,1,1,1,-1,0,1,1,1,0.5,42,1,1,3,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.25,60,1,0,12,-1
2.2,1,1,0,1,0,-1,0,1,1,-1,0.6666666666666666,38,0,1,0,1
1.48,1,-1,-1,1,-1,1,0,1,-1,-1,0.4,36,0,1,0,-1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.25,47,1,0,10,-1
3.9,1,1,-1,1,0,-1,0,1,1,1,0.3333333333333333,57,1,0,8,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,14,-1
1.83,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,14,-1
1.0,1,1,-1,1,0,1,0,1,-1,-1,0.6666666666666666,35,1,1,3,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
1.37,1,1,0,1,0,-1,0,1,-1,1,0.5555555555555556,45,1,1,3,1
5.56,1,1,-1,1,0,1,1,1,-1,-1,0.7142857142857143,36,0,1,0,-1
0.0,1,1,1,1,0,1,-1,-1,-1,-1,0.5714285714285714,50,0,1,0,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
0.0,1,1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,12,-1
3.48,1,1,0,1,0,-1,0,1,1,1,0.6666666666666666,44,0,1,0,1
2.69,1,1,0,1,0,-1,0,1,1,1,0.6,53,0,1,0,1
1.16,1,1,1,1,0,-1,0,1,-1,1,0.5,46,1,0,10,1
1.83,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,17,-1
0.0,1,1,1,1,0,-1,0,-1,-1,0,0.5714285714285714,46,0,1,0,1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,10,-1
3.37,1,-1,-1,1,-1,1,0,1,1,1,0.6,36,1,0,10,1
8.64,-1,1,1,-1,1,1,1,1,-1,1,0.7142857142857143,40,0,1,0,-1
0.0,1,-1,-1,1,-1,1,0,-1,-1,1,0.5,38,0,1,0,1
0.0,1,1,0,0,0,-1,0,-1,1,1,0.4,48,1,1,3,1
0.0,1,1,1,0,1,1,-1,-1,-1,0,0.5,53,1,-1,19,-1
0.0,1,1,-1,1,0,1,-1,-1,-1,-1,0.5,57,1,0,14,-1
3.18,1,1,0,0,0,-1,0,1,-1,1,0.4,36,0,1,0,1
0.0,1,1,-1,1,1,1,-1,-1,-1,-1,0.5555555555555556,53,1,0,9,-1
2.77,1,1,0,1,0,-1,0,1,1,1,0.6,38,1,1,3,1
2.8,1,1,0,1,0,-1,0,1,-1,1,0.6,48,0,1,0,1
1.8,1,1,1,1,1,-1,0,1,1,0,0.7142857142857143,46,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,1.0,0,0,1,0,-1
6.21,1,1,-1,0,-1,-1,1,1,-1,0,0.4,60,1,1,5,-1
4.51,1,-1,0,0,-1,-1,0,1,1,1,0.5,48,1,0,11,1
2.65,1,1,0,1,0,-1,0,1,1,1,0.6,39,0,1,0,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,1,5,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,46,0,1,0,-1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
2.77,1,1,1,1,1,1,0,1,-1,1,0.4,42,0,1,0,1
0.0,1,1,-1,1,0,-1,-1,-1,1,-1,0.25,60,1,-1,19,-1
3.23,1,1,1,0,1,-1,0,1,1,1,0.75,55,1,1,3,1
5.13,-1,1,-1,1,-1,-1,1,1,-1,-1,0.8,25,0,1,0,-1
0.0,1,1,1,1,1,1,0,-1,1,1,0.6,24,0,1,0,1
4.78,1,1,-1,1,-1,1,0,1,-1,-1,0.5714285714285714,57,1,1,1,-1
3.99,1,-1,-1,0,0,-1,0,1,1,1,0.4,67,2,0,9,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.3333333333333333,57,1,0,14,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.8,27,0,1,0,-1
2.73,1,-1,1,1,1,1,0,1,-1,0,0.4,53,1,0,14,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,-1,18,-1
1.65,1,1,1,1,1,1,0,1,1,1,0.5,38,1,1,3,1
3.16,1,1,1,1,1,-1,0,1,1,1,0.625,33,1,1,3,1
1.99,1,1,1,1,1,-1,0,1,-1,1,0.5,38,0,1,0,1
1.99,1,1,1,1,1,-1,0,1,-1,1,0.5,42,0,1,0,1
4.06,1,1,1,1,1,-1,0,1,1,0,0.6666666666666666,43,1,1,3,1
2.23,1,1,1,0,1,1,0,1,-1,1,0.5,53,1,-1,16,-1
1.55,1,1,0,-1,0,-1,0,1,-1,1,0.5,38,1,1,3,1
0.0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0.4,57,1,-1,16,-1
1.1,1,1,1,1,1,1,0,1,-1,-1,0.5714285714285714,43,0,1,0,-1
4.88,1,1,0,1,0,-1,0,1,1,1,0.6666666666666666,40,1,1,5,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,14,-1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,10,-1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,15,-1
3.09,1,1,1,1,1,1,0,1,1,0,0.7,46,0,1,0,1
2.68,1,1,-1,1,-1,-1,0,1,-1,1,0.42857142857142855,57,1,0,10,1
0.0,1,1,1,1,1,1,0,-1,-1,-1,0.6,36,0,1,0,-1
1.48,1,1,1,1,1,1,0,1,1,0,0.5,47,0,1,0,1
0.0,1,1,1,1,1,1,0,-1,-1,-1,0.75,29,0,1,0,-1
1.62,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,11,-1
4.09,1,1,0,1,1,-1,0,1,-1,1,0.4,44,0,1,0,1
2.43,1,1,0,0,0,-1,0,1,1,1,0.6666666666666666,43,0,1,0,1
0.67,1,1,1,1,1,1,0,1,1,1,0.5,47,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,38,1,1,4,-1
0.0,1,-1,-1,0,0,-1,-1,-1,-1,1,0.6,46,1,0,8,-1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
0.68,1,1,1,1,1,1,0,1,-1,-1,0.6,43,0,1,0,-1
2.7,1,1,1,1,0,1,0,1,1,1,0.5,44,1,-1,21,1
1.41,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,-1,25,-1
2.91,1,1,1,1,1,1,0,1,1,0,0.5,40,0,1,0,1
5.64,1,1,-1,1,0,-1,1,1,-1,1,0.5,44,1,1,3,1
2.43,1,1,0,1,0,1,0,1,1,1,0.5714285714285714,38,1,1,3,1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,12,-1
1.83,1,-1,1,0,1,1,0,1,1,0,0.5,53,1,0,15,-1
2.21,1,1,1,1,1,1,0,1,-1,-1,0.7142857142857143,40,0,1,0,1
4.3,1,1,1,1,1,1,0,1,-1,-1,0.6,50,1,1,3,1
0.0,1,1,-1,0,1,1,0,-1,-1,1,0.4,40,0,1,0,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,14,-1
1.47,1,-1,1,0,1,-1,0,1,-1,0,0.5,53,1,0,13,-1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0.5714285714285714,36,1,-1,33,-1
2.4,1,1,1,0,1,1,0,1,-1,1,0.5,53,1,-1,18,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,11,-1
1.05,1,1,1,1,1,1,0,1,1,0,0.5,40,1,0,12,1
2.73,1,-1,1,1,0,1,0,1,-1,0,0.5,53,1,-1,16,-1
0.0,1,1,1,1,0,1,-1,-1,-1,-1,0.5,36,1,-1,16,-1
0.0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0.4,40,2,-1,64,-1
1.41,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,13,-1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.4,50,2,-1,64,-1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.5,32,1,-1,37,-1
8.13,1,1,-1,0,-1,-1,1,1,-1,1,1.0,0,1,1,5,-1
1.63,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,16,-1
2.93,1,1,1,0,1,1,0,1,1,1,0.5555555555555556,38,0,1,0,1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,-1,18,-1
4.87,1,1,0,1,0,-1,0,1,-1,1,0.5,62,0,1,0,1
3.35,1,-1,-1,1,-1,-1,0,1,1,1,0.5,42,1,1,3,1
5.82,1,1,0,1,0,1,1,1,1,1,0.5714285714285714,36,1,1,3,1
3.16,1,-1,-1,1,-1,1,0,1,1,1,0.6,33,1,1,3,1
2.57,1,1,1,1,0,-1,0,1,1,1,0.6,43,0,1,0,1
4.81,1,1,1,1,1,1,0,1,-1,-1,0.5,46,0,1,0,1
2.1,1,1,1,0,1,1,0,1,-1,1,0.6666666666666666,43,0,1,0,1
2.82,1,1,1,1,1,1,0,1,1,-1,0.3333333333333333,38,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.6,46,1,-1,16,-1
0.0,1,-1,1,1,0,1,-1,-1,-1,-1,0.5,50,1,1,4,-1
4.82,1,1,-1,1,0,-1,0,1,1,1,0.5714285714285714,42,1,1,3,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.0,63,1,1,3,-1
2.74,1,1,1,0,1,1,0,1,1,0,0.5555555555555556,44,1,1,6,1
0.0,1,-1,0,1,0,1,-1,-1,-1,-1,0.25,47,1,-1,22,-1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.4,29,0,1,0,-1
0.0,1,1,-1,-1,0,1,-1,-1,-1,1,0.6,44,1,0,11,-1
3.15,1,1,0,1,0,-1,0,1,1,-1,0.6,50,0,1,0,1
0.0,1,-1,0,1,-1,1,-1,-1,1,-1,0.6,35,0,1,0,-1
0.0,1,1,-1,1,0,-1,0,-1,-1,-1,0.4,40,1,1,3,1
4.98,1,1,1,0,1,-1,0,1,-1,0,0.4,50,0,1,0,1
1.63,1,1,0,1,0,-1,0,1,1,1,0.42857142857142855,46,2,-1,22,1
0.0,1,1,0,1,0,1,0,-1,1,1,0.75,40,0,1,0,1
4.81,1,1,0,1,0,-1,0,1,1,1,0.42857142857142855,36,1,1,3,1
2.02,1,1,1,1,1,1,0,1,1,-1,0.5,50,1,1,3,1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,13,-1
1.8,1,1,1,1,1,1,0,1,-1,1,0.5,53,1,-1,18,-1
4.92,1,1,1,1,1,1,0,1,1,-1,0.5,33,0,1,0,1
2.78,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,11,-1
0.0,1,-1,-1,-1,-1,1,-1,-1,-1,1,0.7142857142857143,40,1,0,11,-1
2.65,1,1,1,1,1,1,0,1,1,0,0.75,50,0,1,0,1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,0,9,-1
6.21,1,1,-1,1,-1,-1,1,1,-1,-1,0.4,60,1,1,5,-1
3.0,1,1,0,1,0,-1,0,1,1,1,0.5,53,0,1,0,1
1.55,1,1,1,1,1,-1,0,1,1,1,0.5,29,1,1,3,1
0.0,1,1,1,1,1,1,-1,-1,-1,1,0.4,53,1,-1,16,-1
3.7,1,1,1,1,0,-1,0,1,1,1,0.5,50,0,1,0,1
5.07,1,-1,0,1,0,-1,1,1,1,1,0.5,53,1,1,3,1
0.0,1,1,1,0,1,1,-1,-1,-1,0,0.5,44,1,1,4,-1
0.0,1,1,1,1,1,1,0,-1,-1,-1,0.8,33,0,1,0,-1
3.0,1,1,1,1,1,1,0,1,1,1,0.625,40,0,1,0,1
4.78,1,1,0,0,0,-1,0,1,-1,1,0.5714285714285714,57,1,1,1,-1
1.41,1,1,1,1,1,-1,0,1,1,1,0.7142857142857143,33,1,1,3,1
0.0,1,1,1,0,1,1,-1,-1,-1,1,0.4,53,1,0,13,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.4,53,1,-1,18,-1
7.92,-1,1,-1,1,1,1,1,1,-1,-1,0.6666666666666666,43,0,1,0,-1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,-1,18,-1
4.92,1,1,1,1,0,1,0,1,1,1,0.6,50,2,0,13,1
1.87,1,1,1,1,1,-1,0,1,-1,-1,0.5,44,0,1,0,1
2.92,1,1,0,1,0,-1,0,1,1,1,0.5,58,0,1,0,1
3.03,1,1,0,1,0,-1,0,1,-1,0,0.5,50,0,1,0,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
2.8,1,1,1,1,1,1,0,1,1,1,0.6,38,1,1,3,1
4.84,1,1,0,0,0,-1,0,1,-1,1,0.5,53,1,1,3,1
4.1,1,1,1,1,1,1,0,1,1,1,0.6666666666666666,44,1,0,9,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,11,-1
2.49,1,1,0,1,0,-1,0,1,1,1,0.5,38,1,1,3,1
7.92,-1,1,-1,1,0,-1,1,1,-1,0,0.6666666666666666,43,0,1,0,-1
2.85,1,1,1,0,1,1,0,1,-1,1,0.5,50,1,1,4,1
3.17,1,1,1,1,1,1,0,1,-1,1,0.25,45,0,1,0,1
3.6,1,1,-1,1,0,-1,0,1,1,1,0.7142857142857143,36,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,46,1,-1,28,-1
3.03,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,0,13,-1
5.54,1,1,1,1,1,1,1,1,-1,-1,0.25,86,0,1,0,-1
5.56,1,1,-1,1,-1,1,1,1,-1,-1,0.7142857142857143,36,0,1,0,-1
1.52,1,1,0,0,0,1,0,1,1,1,0.4,43,0,1,0,1
3.77,1,-1,0,1,-1,1,0,1,-1,0,0.6,57,2,0,9,1
0.0,1,1,0,1,0,1,-1,-1,-1,-1,0.4,43,1,0,14,-1
5.62,1,-1,-1,1,-1,-1,1,1,-1,-1,0.6666666666666666,40,0,1,0,-1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,12,-1
5.13,-1,-1,-1,1,-1,-1,1,1,-1,-1,0.8,25,0,1,0,-1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,1,0.6,25,1,-1,36,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
3.88,1,-1,-1,0,-1,-1,0,1,1,1,0.6,46,1,1,3,1
2.52,1,-1,1,1,1,1,0,1,-1,0,0.2,53,1,0,13,-1
0.0,1,1,-1,1,0,-1,-1,-1,-1,-1,0.25,60,1,-1,52,-1
8.64,-1,-1,-1,-1,-1,1,1,1,1,1,0.7142857142857143,40,0,1,0,-1
2.73,1,-1,1,-1,1,1,0,1,-1,1,0.5,53,1,0,15,-1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.4,53,1,-1,17,-1
1.56,1,1,1,1,0,-1,0,1,1,1,0.6153846153846154,40,1,1,3,1
0.0,1,1,-1,1,1,1,-1,-1,-1,-1,0.5,46,1,0,12,-1
1.99,1,1,0,1,0,-1,0,1,1,1,0.6,36,0,1,0,1
1.81,1,1,1,1,1,1,0,1,-1,1,0.4,53,1,-1,16,-1
2.5,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,15,-1
3.97,1,-1,-1,1,0,-1,0,1,1,1,0.6666666666666666,40,1,1,3,1
4.4,1,-1,-1,1,0,1,0,1,1,1,0.7142857142857143,50,1,1,3,1
1.62,1,-1,1,0,1,1,0,1,-1,0,0.5,53,1,0,14,-1
2.85,1,1,1,1,1,1,0,1,1,0,0.5,60,1,1,5,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
3.71,1,1,0,1,0,-1,0,1,-1,1,0.6666666666666666,35,1,1,3,1
2.13,1,1,1,1,1,1,0,1,1,-1,0.5714285714285714,32,1,1,3,1
3.28,1,1,1,1,1,-1,0,1,1,0,0.42857142857142855,38,1,1,3,1
8.81,1,-1,-1,1,0,1,1,1,-1,-1,1.0,0,1,1,4,-1
4.02,1,1,1,1,1,1,0,1,-1,-1,0.5714285714285714,45,1,1,3,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.5,53,1,-1,20,-1
0.0,1,1,1,1,1,-1,-1,-1,1,-1,0.0,75,0,1,0,-1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.4,50,2,-1,64,-1
2.75,1,1,-1,1,0,1,0,1,-1,0,0.6,55,0,1,0,1
2.7,1,1,-1,1,0,-1,0,1,1,1,0.6,36,1,1,3,1
3.7,1,-1,-1,1,-1,-1,0,1,1,-1,0.5,44,1,1,3,1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.5,25,1,-1,36,-1
3.5,1,-1,-1,-1,-1,-1,0,1,1,1,0.5,44,2,1,6,1
0.0,1,-1,-1,-1,0,1,-1,-1,-1,0,0.6,43,1,1,6,-1
0.0,1,-1,0,1,-1,1,-1,-1,-1,-1,0.6,25,1,-1,36,-1
1.96,1,1,1,-1,1,1,0,1,-1,1,0.75,38,0,1,0,-1
1.5,1,-1,-1,1,-1,-1,0,1,-1,-1,0.5555555555555556,45,1,1,3,1
2.76,1,-1,-1,1,-1,1,0,1,-1,-1,0.6,38,1,1,3,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,0,15,-1
3.56,1,1,0,1,0,-1,0,1,-1,1,0.5714285714285714,40,1,1,3,1
2.87,1,1,0,1,0,1,0,1,-1,1,0.625,35,1,1,3,1
4.48,1,1,-1,1,-1,-1,0,1,-1,1,0.5,45,1,1,3,1
4.9,1,1,-1,0,0,1,0,1,-1,1,0.5714285714285714,44,1,-1,16,1
0.0,1,1,1,1,1,1,-1,-1,-1,1,0.5,53,1,0,15,-1
1.31,1,1,0,0,0,-1,0,1,1,1,0.6666666666666666,44,0,1,0,1
3.54,1,1,1,1,1,-1,0,1,1,1,0.5,38,0,1,0,1
7.46,1,-1,0,1,0,-1,1,1,1,1,0.2857142857142857,71,1,1,3,1
4.41,1,-1,-1,1,-1,-1,0,1,1,1,0.75,43,1,1,3,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,-1,18,-1
0.0,1,1,0,-1,0,1,-1,-1,1,0,0.6,44,1,0,14,-1
0.0,1,1,1,1,1,-1,0,-1,1,1,0.6,38,1,1,3,1
4.21,1,1,1,1,1,1,0,1,1,0,0.6,43,1,1,3,1
2.94,1,1,0,1,0,-1,0,1,1,1,0.5,46,1,1,3,1
6.77,1,1,1,1,1,1,1,1,-1,-1,0.5,55,0,1,0,-1
3.71,1,1,1,1,1,1,0,1,1,1,0.8,40,1,1,3,1
0.0,1,1,-1,1,1,1,-1,-1,-1,-1,0.42857142857142855,71,1,-1,22,-1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.6,38,1,1,1,-1
0.0,1,1,0,1,-1,1,-1,-1,-1,-1,0.5,40,1,-1,17,-1
3.72,1,-1,-1,1,0,1,0,1,1,1,0.5555555555555556,45,1,1,3,1
2.76,1,1,1,1,0,1,0,1,1,1,0.5714285714285714,33,1,1,3,1
1.44,1,1,-1,1,0,1,0,1,1,0,0.4,50,1,1,3,1
0.0,1,1,-1,1,-1,-1,-1,-1,-1,-1,0.4,50,2,-1,64,-1
4.11,1,1,1,0,1,1,0,1,1,1,0.5,40,0,1,0,1
0.0,1,1,1,1,1,1,-1,-1,-1,-1,0.6666666666666666,40,0,1,0,-1
0.0,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.75,25,1,-1,36,-1
2.23,1,1,0,1,0,-1,0,1,1,1,0.5,47,0,1,0,1
0.0,1,-1,1,0,1,1,-1,-1,-1,0,0.5,53,1,1,7,-1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.2,53,1,-1,17,-1
2.61,1,-1,0,1,0,-1,0,1,-1,1,0.6,40,1,1,3,1
3.99,1,1,0,1,0,-1,0,1,1,1,0.7142857142857143,59,1,1,3,1
2.88,1,1,1,1,1,1,0,1,1,0,0.5,44,1,1,3,1
0.0,1,-1,1,1,1,1,-1,-1,-1,0,0.5,53,1,0,11,-1
2.13,1,-1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,25,-1
0.0,1,1,1,1,0,1,-1,-1,-1,-1,0.6666666666666666,38,1,-1,19,-1
1.77,1,1,1,1,1,1,0,1,-1,0,0.5,53,1,-1,17,-1
5.2,1,1,-1,1,-1,1,1,1,-1,-1,0.5,40,1,1,3,1
4.67,1,1,0,0,0,-1,0,1,1,1,0.6,50,1,0,8,1
