page_rank_decimal,url_length,double_slash_redirecting,prefix_suffix,favicon,request_url,url_of_anchor,links_in_tags,sfh,submitting_to_email,abnormal_url,redirect,popupwindow,iframe,web_traffic,page_rank,google_index,links_pointing_to_page,has_numbers,lev,sim_lev,fuzzy,sim_fuzz,num_of_subdomains,len_sub,len_of_subdomains,result
2.35,1,1,1,1,1,1,0,0,-1,1,1,1,1,0,1,-1,-1,1,0,0.6,1,0,0,1,0,1
4.45,-1,1,1,1,0,1,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.5,0,20,1,1,3,1
2.46,0,1,-1,1,0,1,0,1,1,1,1,1,-1,0,1,-1,1,1,0,0.75,1,0,0,1,0,1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,13,-1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0.5,0,53,1,-1,16,-1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,0,14,-1
3.95,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5,0,59,2,0,15,1
2.73,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,12,-1
8.86,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,1,0,1,0,0.4285714285714285,0,20,1,1,3,1
2.73,0,1,1,1,0,1,0,1,1,-1,1,1,-1,0,1,1,0,1,0,0.5714285714285714,1,0,0,1,0,1
2.48,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5,1,0,0,1,0,-1
2.73,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,11,-1
8.81,-1,1,1,-1,0,-1,0,1,1,1,1,1,-1,1,1,-1,0,1,1,1.0,1,0,1,1,4,-1
7.28,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0.6,0,57,1,1,7,1
4.65,-1,1,1,1,0,1,0,-1,1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
2.16,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,22,-1
2.78,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.25,0,53,1,-1,16,-1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,1,5,-1
0.0,1,1,-1,-1,1,0,1,1,1,1,1,1,1,-1,-1,1,0,1,0,0.5,0,53,1,0,15,-1
0.0,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0.5,0,32,1,-1,18,-1
5.11,0,1,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,0.625,0,20,1,1,3,1
1.83,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,11,-1
0.0,1,1,1,1,1,0,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,0.4285714285714285,0,47,1,0,10,1
8.64,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,0,0.7142857142857143,1,0,0,1,0,-1
2.6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,1,0,0,1,0,1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,15,-1
1.99,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,1,0,0.5,1,0,0,1,0,1
0.0,1,1,-1,1,1,-1,1,0,1,-1,1,1,1,-1,-1,-1,0,1,0,0.5714285714285714,0,30,1,-1,27,-1
3.21,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.4,0,20,1,1,3,1
0.52,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,-1,1,1,0,0.6666666666666666,0,40,1,1,3,-1
0.0,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.6,0,38,1,-1,22,-1
2.18,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,21,-1
4.85,0,1,1,1,0,0,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.6666666666666666,1,0,0,1,0,1
0.0,1,1,1,1,1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,0,0.7142857142857143,0,22,1,1,4,-1
5.13,0,1,1,1,0,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,0.3333333333333333,1,0,0,1,0,1
5.06,-1,1,1,1,0,1,0,-1,-1,1,1,1,-1,1,1,-1,1,1,0,0.5,0,46,1,0,9,1
0.0,0,1,1,1,0,1,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,0.5,1,0,0,1,0,1
4.81,-1,1,1,-1,-1,-1,-1,0,1,1,1,1,-1,0,1,-1,1,1,0,0.5,0,44,1,1,5,1
2.2,-1,1,1,1,-1,0,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.6,0,20,1,1,3,1
0.0,1,1,-1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.25,0,25,1,0,11,-1
1.72,1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,0,1,1,1,1,0,0.6,0,20,1,1,3,1
3.28,-1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,1,0,0.4285714285714285,0,20,1,1,3,1
4.81,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0.4,0,46,1,0,8,1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.4,0,53,1,0,12,-1
0.0,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,0,0.6,0,34,1,-1,20,-1
0.0,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0.4,0,33,1,-1,19,-1
3.75,-1,1,1,1,0,1,0,-1,1,1,1,1,-1,0,1,-1,1,1,0,0.6666666666666666,1,0,0,1,0,1
0.0,1,1,1,-1,0,1,-1,-1,1,-1,1,1,1,-1,-1,-1,0,0,0,0.4,0,38,1,0,11,-1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.25,0,46,1,1,7,-1
2.65,0,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,1,1,1,0,0.6,0,20,1,1,3,1
0.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,44,1,0,11,-1
2.02,-1,1,1,1,-1,1,0,1,1,1,1,1,1,0,1,-1,-1,1,0,0.7142857142857143,0,20,1,1,3,1
1.87,1,1,1,1,-1,1,0,1,1,1,1,1,-1,0,1,-1,-1,1,0,0.5,0,20,1,1,3,1
8.64,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,0.7142857142857143,1,0,0,1,0,-1
1.44,1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,-1,1,1,0,0.75,1,0,0,1,0,1
1.83,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,10,-1
2.35,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,0.25,1,0,0,1,0,1
2.34,-1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,0,0.4285714285714285,0,20,1,1,3,1
2.18,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.4,0,53,1,-1,24,-1
2.27,1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,0,20,1,1,3,1
0.0,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,1,1,0,0.5,0,40,1,1,7,1
1.12,0,1,-1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5714285714285714,0,20,1,1,3,1
2.73,0,1,1,1,-1,1,0,-1,1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
4.82,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,0,1,1,1,1,0,0.6,0,67,0,1,0,1
5.37,-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,0.4,1,0,0,1,0,1
0.0,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,0.5,0,53,1,0,12,-1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,-1,16,-1
5.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,0.25,-1,86,0,1,0,-1
3.68,1,1,1,1,1,1,1,1,1,-1,1,1,-1,0,1,-1,1,1,0,0.5,0,50,1,1,7,1
3.63,1,1,1,1,0,1,0,-1,-1,1,1,1,-1,0,1,1,1,1,0,0.5714285714285714,0,20,1,1,3,1
3.49,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,0,0,0.6,0,36,1,1,5,1
2.96,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.625,1,0,0,1,0,1
3.91,0,1,1,1,1,0,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.4,1,0,0,1,0,1
1.37,0,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.625,1,0,0,1,0,1
0.0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,1,1,0,0.4,1,0,0,1,0,1
8.64,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,0,0.7142857142857143,1,0,0,1,0,-1
2.14,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,16,-1
4.12,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.6666666666666666,0,40,2,0,15,1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.4,0,53,1,-1,17,-1
3.51,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,0,1,1,1,1,0,0.6,0,20,1,1,3,1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,-1,18,-1
0.0,1,1,-1,-1,0,0,0,-1,1,1,1,1,1,-1,-1,-1,1,0,0,0.25,0,35,1,0,14,-1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
2.9,-1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,-1,-1,0,0,0.2857142857142857,0,20,1,1,3,1
1.64,1,1,-1,1,1,1,0,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5,0,20,1,1,3,-1
5.13,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,0,0.8,1,0,0,1,0,-1
0.21,-1,1,-1,1,-1,1,0,-1,-1,1,1,1,-1,0,1,-1,1,1,0,0.7142857142857143,0,43,1,1,6,1
3.56,0,1,1,1,0,1,0,1,-1,-1,1,1,-1,0,1,-1,1,1,0,0.5714285714285714,0,20,1,1,3,1
1.56,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,0,1,-1,1,0,0,0.5,0,20,1,1,3,1
1.49,1,1,-1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,20,-1
2.87,1,1,-1,1,0,1,0,1,1,-1,1,1,1,0,1,-1,1,1,0,0.625,0,20,1,1,3,1
1.37,1,1,1,1,0,0,0,-1,1,1,1,1,-1,0,1,1,1,1,0,0.4,1,0,0,1,0,1
0.0,-1,1,-1,1,1,0,0,-1,1,-1,0,1,-1,-1,-1,-1,1,0,0,0.5,0,29,1,-1,35,-1
8.64,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,0,0.7142857142857143,1,0,0,1,0,-1
0.0,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,0,0,0.4,0,47,2,-1,24,-1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,-1,28,-1
0.0,1,1,-1,1,1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,0,0.5714285714285714,0,32,1,-1,19,-1
3.52,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,-1,0,1,0,0.625,0,47,1,0,10,1
1.35,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
4.66,1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,0,1,-1,-1,1,0,0.8333333333333334,1,0,0,1,0,-1
3.41,-1,1,1,1,0,1,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.75,1,0,0,1,0,1
3.33,-1,1,1,1,-1,0,0,-1,1,1,1,1,-1,0,1,1,1,0,0,0.6666666666666666,0,18,1,1,4,1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
0.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,0,0.5714285714285714,1,0,0,1,0,1
2.1,1,1,1,1,0,1,0,-1,-1,1,1,1,-1,0,1,1,1,1,0,0.6666666666666666,1,0,0,1,0,1
0.0,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,34,1,-1,22,-1
4.37,-1,1,1,1,0,1,0,-1,1,1,1,1,-1,0,1,1,1,0,0,0.6,1,0,0,1,0,1
3.05,0,1,1,-1,-1,1,-1,-1,1,1,1,1,1,0,1,1,1,1,0,0.5,0,36,1,1,4,1
3.65,-1,1,-1,1,0,1,0,-1,1,1,1,1,-1,0,1,1,1,1,0,0.6,0,20,1,1,3,1
4.66,1,1,-1,1,0,0,0,1,1,-1,1,1,-1,0,1,-1,1,1,0,0.8333333333333334,1,0,0,1,0,-1
0.0,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,57,1,1,3,-1
1.58,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,0.5,0,20,1,1,3,1
0.0,1,1,-1,1,1,1,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,0,0.6,0,30,1,-1,20,-1
2.99,-1,1,1,1,0,0,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5714285714285714,0,20,1,1,3,1
1.35,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.6666666666666666,0,56,0,1,0,-1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,0,8,-1
0.0,0,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.4,0,29,2,-1,50,-1
1.47,1,1,1,1,0,1,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.5714285714285714,0,20,1,1,3,1
0.0,1,1,1,1,0,0,0,-1,-1,1,1,1,-1,0,-1,-1,1,1,0,0.5,0,20,1,1,3,1
2.45,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.6,1,0,0,1,0,-1
1.43,0,1,1,1,0,1,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
0.0,1,1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,-1,0,0,0,0.5,0,33,1,0,12,-1
0.0,0,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.6,0,24,1,-1,36,-1
4.08,-1,1,1,1,-1,0,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5714285714285714,0,20,1,1,3,1
5.46,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0.5714285714285714,0,20,1,1,3,1
1.49,1,1,-1,-1,1,0,1,1,1,1,0,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,17,-1
7.92,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,-1,-1,1,0,0.6666666666666666,1,0,0,1,0,-1
0.0,-1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,0,-1,-1,1,1,0,0.5,1,0,0,1,0,1
3.43,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.4,0,50,2,0,10,1
2.74,0,1,1,1,1,1,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.6,0,20,1,1,3,1
2.75,0,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.6,1,0,0,1,0,1
1.81,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,33,1,1,5,1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
4.75,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,0,1,1,1,1,0,0.4285714285714285,-1,73,0,1,0,1
0.0,1,1,-1,1,0,-1,0,1,1,1,1,1,1,-1,-1,-1,0,0,0,0.6,0,27,1,0,10,-1
2.79,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
5.23,-1,1,1,1,-1,0,0,1,1,1,1,1,-1,1,1,-1,1,1,0,0.5714285714285714,1,0,0,1,0,1
4.87,0,1,1,-1,-1,1,-1,1,1,1,1,1,-1,0,1,-1,-1,1,0,0.4285714285714285,0,57,1,1,2,1
3.75,0,1,1,-1,-1,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.6666666666666666,0,20,1,1,3,1
0.0,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,0,0.5714285714285714,1,0,0,1,0,1
3.93,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.4,0,20,1,1,3,1
2.54,0,1,1,1,0,1,0,1,-1,1,1,1,-1,0,1,-1,1,1,0,0.2,-1,80,1,1,3,1
0.0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,14,-1
3.74,1,-1,1,1,0,-1,0,1,1,-1,1,1,1,0,1,1,0,1,0,0.8,0,33,1,1,1,-1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,36,1,1,4,-1
0.0,0,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.7142857142857143,0,20,1,-1,36,-1
0.0,1,1,1,1,0,-1,0,1,1,-1,0,1,-1,-1,-1,-1,1,1,0,0.6,0,43,1,0,9,-1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.6,0,35,1,0,10,-1
3.02,0,1,1,1,1,1,0,-1,-1,1,1,1,-1,0,1,1,1,1,0,0.6,1,0,0,1,0,1
0.0,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,13,-1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.5,0,35,1,0,8,-1
2.76,-1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,0,0.5,0,40,1,0,14,1
1.86,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,17,-1
2.58,0,1,1,1,1,1,1,-1,1,1,1,1,-1,0,1,-1,1,1,0,0.6,0,53,0,1,0,1
1.62,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,14,-1
6.83,-1,1,1,-1,0,1,-1,-1,1,1,1,1,1,1,1,-1,0,1,0,0.5,0,36,1,1,4,1
5.5,0,1,1,1,0,1,0,1,1,1,1,1,-1,1,1,-1,0,1,0,0.7142857142857143,0,20,1,1,3,1
4.34,1,1,1,1,1,1,0,0,1,1,1,1,-1,0,1,-1,1,1,0,0.375,0,20,1,1,3,1
0.0,0,1,-1,1,0,1,0,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,40,1,-1,22,-1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,36,1,1,4,-1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,-1,29,-1
1.39,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,0,0,0.6,1,0,0,1,0,-1
0.0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,-1,1,1,1,0,0.25,1,0,0,1,0,1
5.45,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0.6,0,60,2,0,8,1
7.37,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,0,0.8571428571428571,1,0,0,1,0,-1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5714285714285714,1,0,0,1,0,-1
0.0,-1,1,-1,1,1,-1,0,1,1,1,0,1,1,-1,-1,-1,1,0,0,0.5555555555555556,0,46,1,0,8,-1
4.63,-1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0.5714285714285714,0,20,1,1,3,1
2.19,1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,1,1,0,0.6666666666666666,1,0,0,1,0,1
0.0,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,0,1,0,0.4,0,62,0,1,0,1
0.0,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,0,0.5714285714285714,0,38,1,-1,19,-1
4.78,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5714285714285714,0,57,1,1,1,-1
1.34,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
0.0,1,1,1,-1,-1,0,-1,-1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,47,1,0,9,-1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
2.92,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.4,1,0,0,1,0,1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,36,1,1,4,-1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
0.0,0,1,1,-1,-1,1,0,1,1,1,1,1,1,0,-1,-1,-1,1,0,0.6,1,0,0,1,0,1
1.34,1,1,1,1,0,0,1,1,1,-1,1,1,1,0,1,-1,1,1,0,0.5,0,57,1,-1,20,1
3.59,0,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0.75,0,20,1,1,3,1
3.83,0,1,-1,1,0,1,0,0,-1,1,1,1,-1,0,1,-1,1,1,0,0.6,0,40,1,0,8,1
3.63,-1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,1,0,-1,0.0,0,67,1,1,4,1
4.66,1,1,-1,1,-1,1,0,1,1,-1,1,1,1,0,1,-1,-1,1,0,0.8333333333333334,1,0,0,1,0,-1
2.88,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,0,0.5,0,20,1,1,3,1
2.16,0,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,0,0.6,1,0,0,1,0,1
1.77,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,19,-1
3.72,1,1,1,-1,-1,1,0,1,-1,1,1,1,1,0,1,1,1,0,0,0.5555555555555556,0,20,1,1,3,1
0.0,1,1,-1,-1,-1,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.25,0,25,1,0,11,-1
2.96,0,1,-1,1,-1,1,0,1,1,1,1,1,-1,0,1,-1,1,0,0,0.5,0,43,1,0,14,-1
1.48,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
0.0,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,-1,19,-1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,0,1,0,0.25,0,60,1,1,7,-1
2.68,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,0,1,1,1,1,0,0.5,0,20,1,1,3,1
1.38,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.6,1,0,0,1,0,-1
0.0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.4,0,53,1,0,15,-1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.6,0,25,1,1,1,-1
2.96,-1,1,1,1,0,1,0,0,-1,1,1,1,-1,0,1,1,1,1,0,0.4285714285714285,0,20,1,1,3,1
2.03,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,0,1,-1,-1,1,0,0.6666666666666666,1,0,0,1,0,-1
3.33,0,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,1,0,0.6,0,20,1,1,3,1
5.22,1,1,1,1,-1,1,0,1,1,1,1,1,-1,1,1,-1,1,1,0,0.6,0,55,1,1,5,1
1.87,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,0,0,0.5714285714285714,1,0,0,1,0,1
1.54,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,-1,1,1,0,0.6923076923076923,0,20,1,1,3,1
0.0,1,1,-1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.25,0,25,1,0,11,-1
4.81,0,1,1,1,-1,1,0,0,-1,1,1,1,-1,0,1,1,1,1,0,0.6,0,20,1,1,3,1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,-1,18,-1
1.62,1,1,-1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,16,-1
4.05,-1,1,1,1,0,1,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.5714285714285714,1,0,0,1,0,1
0.82,-1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,-1,1,0,0.5,0,20,1,1,3,1
2.45,1,1,-1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,11,-1
0.61,0,1,1,1,1,1,0,1,-1,1,1,1,1,0,1,-1,1,1,0,0.6,0,20,1,1,3,1
0.0,1,1,-1,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5714285714285714,1,0,0,1,0,-1
0.0,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,1,0,0,0.4,0,40,2,-1,64,-1
7.72,-1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1.0,1,0,1,1,3,-1
2.36,0,1,1,1,0,1,0,0,1,-1,1,1,1,0,1,1,1,1,0,0.5714285714285714,0,46,1,1,7,1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,15,-1
