page_rank_decimal,url_length,double_slash_redirecting,prefix_suffix,favicon,request_url,url_of_anchor,links_in_tags,sfh,submitting_to_email,abnormal_url,redirect,popupwindow,iframe,web_traffic,page_rank,google_index,links_pointing_to_page,has_numbers,lev,sim_lev,fuzzy,sim_fuzz,num_of_subdomains,len_sub,len_of_subdomains,result
5.34,-1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,-1,1,1,0,0.5714285714285714,0,44,1,1,4,1
0.0,1,1,1,-1,-1,0,-1,-1,1,1,1,1,1,-1,-1,-1,0,0,0,0.6,0,42,1,0,13,-1
0.14,1,1,1,1,0,1,0,-1,-1,1,1,1,-1,0,-1,1,1,1,0,0.625,0,36,1,1,3,1
4.41,0,1,1,1,-1,1,0,-1,1,1,1,1,-1,0,1,1,1,0,0,0.6,1,0,0,1,0,1
2.85,-1,1,-1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,1,0,0.7142857142857143,1,0,0,1,0,1
1.78,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,16,-1
4.98,-1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,-1,1,0,0.5714285714285714,0,60,2,1,7,1
4.96,0,1,1,1,1,0,0,1,-1,-1,1,1,-1,0,1,1,1,1,0,0.5,0,46,1,1,6,1
0.0,1,1,-1,1,0,1,0,-1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5,1,0,0,1,0,-1
4.09,0,1,-1,1,0,1,1,1,-1,1,1,1,-1,0,1,-1,1,1,0,0.4,1,0,0,1,0,1
5.47,-1,1,1,1,0,0,0,1,-1,1,1,1,-1,1,1,1,1,1,0,0.6666666666666666,0,55,1,1,3,1
0.0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,0.4,0,20,1,1,3,1
0.0,-1,1,1,-1,-1,1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,0,0,0.6666666666666666,0,22,1,-1,39,-1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,-1,32,-1
0.0,0,1,1,1,1,-1,0,1,1,1,0,1,1,-1,-1,-1,1,1,0,0.6,1,0,0,1,0,-1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,1,6,-1
1.93,-1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,0,1,1,1,1,0,0.5555555555555556,1,0,0,1,0,1
4.78,-1,1,1,1,0,1,0,-1,1,1,1,1,-1,0,1,1,1,1,0,0.75,1,0,0,1,0,1
0.0,1,1,-1,-1,-1,1,0,1,1,-1,1,1,1,-1,-1,-1,-1,0,-1,0.0,0,41,1,-1,27,-1
2.13,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,25,-1
3.1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,0.6666666666666666,0,46,1,1,4,1
5.62,0,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,0,0.6666666666666666,1,0,0,1,0,-1
2.71,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5,0,53,1,0,10,-1
0.0,1,1,-1,1,1,1,0,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.6,0,38,1,0,11,-1
2.37,-1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.2,0,53,1,1,3,1
3.26,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.75,1,0,0,1,0,1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.7,1,0,0,1,0,-1
2.78,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,17,-1
0.0,1,1,-1,1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.6,0,40,1,-1,22,-1
4.95,0,1,1,1,-1,1,-1,1,1,1,1,1,-1,0,1,1,1,1,0,0.75,0,20,1,1,3,1
2.19,1,1,-1,1,-1,-1,0,1,1,-1,1,1,1,0,1,-1,0,1,0,0.5,0,44,1,0,10,-1
2.7,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.4285714285714285,0,20,1,1,3,1
0.0,0,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.5,0,20,1,-1,36,-1
2.6,-1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0.6666666666666666,1,0,0,1,0,1
0.0,1,1,1,-1,-1,1,0,1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.6666666666666666,0,40,1,0,8,-1
0.0,1,1,1,1,0,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.4,1,0,0,1,0,-1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,0.0,-1,100,1,1,7,-1
0.91,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.625,1,0,0,1,0,1
0.0,1,1,1,1,0,1,0,1,1,1,0,1,1,-1,-1,-1,-1,0,0,0.6,0,60,1,1,3,-1
1.77,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,17,-1
2.05,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0.625,1,0,0,1,0,1
0.44,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5,1,0,0,1,0,1
2.5,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
2.3,-1,1,-1,1,0,1,0,1,1,1,1,1,-1,0,1,-1,0,1,0,0.6,1,0,0,1,0,1
3.43,1,1,1,1,0,1,0,1,-1,1,1,1,-1,0,1,-1,1,1,0,0.75,1,0,0,1,0,1
2.17,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,11,-1
0.0,1,1,1,1,-1,-1,0,1,1,1,1,1,-1,-1,-1,-1,0,1,0,0.25,0,60,1,-1,26,-1
0.0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,-1,16,-1
4.47,-1,1,1,-1,1,0,0,-1,1,1,1,1,-1,0,1,1,1,1,0,0.75,1,0,0,1,0,1
2.84,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0.6,1,0,0,1,0,1
3.89,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5714285714285714,0,20,1,1,3,1
5.43,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,0.5,0,20,1,1,3,1
0.0,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.3333333333333333,0,48,1,0,8,-1
4.81,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,0,1,1,1,1,0,0.7142857142857143,1,0,0,1,0,1
0.0,1,1,1,1,-1,1,-1,1,1,1,0,1,1,-1,-1,-1,-1,1,0,0.5,0,47,1,0,11,-1
2.82,0,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
4.85,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0.5,0,20,1,1,3,1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,0.0,-1,100,1,1,7,-1
2.68,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.5714285714285714,0,20,1,1,3,1
0.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0.5714285714285714,0,40,1,0,13,-1
1.81,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,17,-1
0.0,1,1,-1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.25,0,29,1,0,13,-1
1.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,0.6666666666666666,1,0,0,1,0,1
2.47,1,1,-1,1,0,1,0,-1,1,1,1,1,-1,0,1,-1,1,1,0,0.6,0,40,1,0,8,1
1.0,1,1,1,1,-1,1,0,1,1,1,1,1,1,0,1,-1,-1,1,0,0.6666666666666666,0,20,1,1,3,1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
0.0,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,1,6,-1
7.92,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,-1,-1,1,0,0.6666666666666666,1,0,0,1,0,-1
3.77,1,1,1,1,1,0,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.6666666666666666,1,0,0,1,0,1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.75,1,0,0,1,0,-1
2.37,0,1,1,-1,0,1,0,-1,1,1,1,1,1,0,1,-1,1,1,0,0.5,0,20,1,1,3,1
2.86,0,1,1,1,1,1,1,-1,1,1,1,1,-1,0,1,-1,1,1,0,0.5,0,36,1,1,4,1
1.87,-1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,-1,1,0,0.5,1,0,0,1,0,1
1.59,0,1,1,-1,-1,1,-1,1,1,1,1,1,-1,0,1,1,1,1,0,0.5714285714285714,0,20,1,1,3,1
2.95,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,-1,1,0,0,0.5,0,20,1,1,3,1
2.28,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5,0,20,1,1,3,1
3.03,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0.4444444444444444,-1,71,1,1,3,1
2.73,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,16,-1
2.73,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,17,-1
0.0,1,1,1,-1,-1,1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.6,0,38,1,0,8,-1
3.32,0,1,1,1,0,1,0,-1,1,-1,1,1,1,0,1,-1,1,0,0,0.6666666666666666,1,0,0,1,0,1
2.69,1,1,1,1,0,1,0,1,-1,1,1,1,-1,0,1,-1,1,1,0,0.7142857142857143,1,0,0,1,0,1
8.64,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,0,0.7142857142857143,1,0,0,1,0,-1
2.51,1,1,-1,1,-1,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,0,20,1,1,3,1
2.91,-1,1,1,1,0,1,0,1,1,-1,1,1,-1,0,1,-1,1,1,0,0.6666666666666666,0,53,1,1,3,1
1.05,1,1,-1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
0.0,-1,1,1,1,1,1,1,1,1,1,0,1,1,-1,-1,-1,-1,1,0,0.6,1,0,0,1,0,-1
4.23,-1,1,1,1,1,1,0,-1,1,1,1,1,-1,0,1,1,1,1,0,0.4285714285714285,0,20,1,1,3,1
0.14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,0,1,0,0.7142857142857143,1,0,0,1,0,1
2.96,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,0.5,0,20,1,1,3,1
0.0,1,1,-1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,12,-1
2.5,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
2.27,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5714285714285714,0,20,1,1,3,1
5.84,0,1,1,-1,-1,1,0,1,-1,1,1,1,-1,1,1,1,1,1,0,0.5,0,20,1,1,3,1
5.56,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,0.7142857142857143,1,0,0,1,0,-1
2.14,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,12,-1
4.95,-1,1,1,1,0,1,-1,1,-1,1,1,1,-1,0,1,1,0,1,0,0.5714285714285714,0,57,1,1,3,1
0.0,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0.5,0,31,1,-1,19,-1
1.56,1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.6153846153846154,0,20,1,1,3,1
1.72,1,1,1,1,0,1,0,-1,1,1,1,1,1,0,1,-1,1,0,0,0.5714285714285714,0,57,1,1,2,1
2.13,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
3.19,-1,1,1,1,0,1,0,-1,1,1,1,1,-1,0,1,1,1,1,0,0.7,0,53,1,1,3,1
0.0,1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0.25,0,60,1,-1,17,-1
1.59,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.6666666666666666,1,0,0,1,0,1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
2.5,1,1,-1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,23,-1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,11,-1
0.0,1,1,1,1,0,1,0,1,1,1,0,1,1,-1,-1,-1,-1,0,0,0.6,0,60,1,1,3,-1
1.87,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.4,0,53,1,-1,16,-1
1.44,0,1,1,1,1,1,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.5714285714285714,1,0,0,1,0,1
0.0,1,1,-1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.25,0,26,1,-1,19,-1
2.5,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,14,-1
3.48,1,1,1,1,0,1,0,-1,-1,1,1,1,-1,0,1,-1,1,1,0,0.5,0,20,1,1,3,1
1.06,0,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,0,1,0,0.4,0,56,1,-1,16,1
2.92,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,0.7142857142857143,0,36,2,0,9,1
0.0,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.6,0,20,1,1,3,-1
5.13,1,1,1,1,0,1,0,1,1,1,-1,1,1,1,1,-1,-1,1,0,0.8,1,0,0,1,0,-1
0.0,0,1,1,-1,-1,1,0,-1,1,1,1,1,-1,0,-1,1,1,1,0,0.6,0,20,1,1,3,1
0.0,0,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,34,1,-1,28,-1
4.66,1,1,-1,1,-1,1,0,1,1,-1,1,1,1,0,1,-1,-1,1,0,0.8333333333333334,1,0,0,1,0,-1
3.23,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,0,0.6666666666666666,0,20,1,1,3,1
2.02,-1,1,1,1,0,0,0,1,1,-1,1,1,-1,0,1,1,1,1,0,0.4285714285714285,0,38,1,0,12,1
3.13,1,1,1,-1,0,1,0,1,-1,1,1,1,-1,0,1,-1,1,1,0,0.6,0,56,0,1,0,1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,0.0,0,63,1,1,3,-1
2.99,-1,1,1,1,1,1,0,1,1,-1,1,1,-1,0,1,-1,1,1,0,0.5714285714285714,0,20,1,1,3,1
0.78,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0.4,1,0,0,1,0,1
4.99,-1,1,1,1,1,1,0,1,1,1,1,1,-1,0,1,-1,1,1,0,0.5,0,57,1,1,3,1
0.0,0,1,-1,1,0,-1,0,0,1,1,1,1,1,-1,-1,-1,1,0,0,0.4,0,30,2,-1,26,-1
0.0,-1,1,1,1,0,1,0,1,-1,1,1,1,-1,0,-1,-1,1,1,0,0.5,1,0,0,1,0,1
0.0,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,0,-1,-1,1,1,0,0.6,0,20,1,1,3,1
2.88,-1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,1,0,0.7142857142857143,0,20,1,1,3,1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,12,-1
0.0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.5714285714285714,0,43,1,0,8,-1
1.59,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,1.0,1,0,0,1,0,-1
2.18,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1,0,0.5,0,53,1,-1,16,-1
2.78,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,11,-1
1.14,1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,0,1,-1,0,1,0,0.6,0,20,1,1,3,1
3.0,0,1,1,1,1,1,1,-1,1,-1,1,1,-1,0,1,1,1,1,0,0.7142857142857143,1,0,0,1,0,1
0.0,1,1,1,1,-1,-1,-1,0,1,1,1,1,1,0,-1,1,1,1,-1,0.1428571428571428,0,67,0,1,0,1
2.51,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,10,-1
0.0,0,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.5,0,20,1,-1,36,-1
5.2,0,1,1,1,0,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,0,0.6,0,53,0,1,0,1
2.51,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,0,1,-1,1,1,0,0.4,0,44,1,1,5,1
1.49,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
5.02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,0.4,1,0,0,1,0,1
0.0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,14,-1
1.83,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
4.88,1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.6666666666666666,0,40,1,1,5,1
4.41,0,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0.7142857142857143,1,0,0,1,0,1
4.81,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.7142857142857143,0,25,1,1,3,1
0.0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0.5,0,35,1,0,11,-1
2.43,1,1,1,1,0,1,0,1,1,1,-1,1,1,0,1,-1,-1,0,0,0.7142857142857143,1,0,0,1,0,-1
3.97,-1,1,1,-1,-1,1,0,1,-1,1,1,1,-1,0,1,1,1,1,0,0.6666666666666666,0,20,1,1,3,1
1.69,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,0.25,0,53,1,-1,17,-1
1.62,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.4,0,53,1,0,15,-1
0.0,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.25,0,60,1,0,14,-1
4.3,1,1,1,1,-1,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,0,55,1,1,6,1
1.4,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,1,1,1,1,0,0.6,1,0,0,1,0,1
0.0,1,1,1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,-1,16,-1
1.23,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,-1,21,-1
1.77,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,15,-1
0.0,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,12,-1
0.0,1,1,-1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.25,0,25,1,0,11,-1
2.36,1,1,-1,1,-1,1,0,1,1,1,1,1,-1,0,1,-1,1,1,0,0.6,0,20,1,1,3,1
0.0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,1,1,0,0.6666666666666666,0,35,1,0,11,-1
2.01,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,0,0,0.75,0,20,1,1,3,1
0.0,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0.6,0,40,1,1,1,-1
4.6,-1,1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.7142857142857143,0,20,1,1,3,1
3.27,-1,1,1,1,0,1,0,-1,1,1,1,1,-1,0,1,1,1,1,0,0.4,0,20,1,1,3,1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.7142857142857143,1,0,0,1,0,-1
1.83,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,14,-1
3.65,1,1,-1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,0,0,0,0.5,1,0,0,1,0,1
4.98,-1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,-1,1,1,0,0.6153846153846154,0,67,1,1,2,1
0.0,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,0,8,-1
3.43,0,1,-1,1,1,1,1,0,1,1,1,1,-1,0,1,1,1,1,0,0.5,0,20,1,1,3,1
4.15,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,0,0.75,1,0,0,1,0,1
0.0,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.6666666666666666,1,0,0,1,0,-1
0.68,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.6,1,0,0,1,0,-1
4.67,-1,1,1,1,0,1,0,1,-1,-1,1,1,-1,0,1,-1,1,1,0,0.5,1,0,0,1,0,1
0.0,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0.5,0,40,1,0,9,-1
4.85,0,1,1,1,0,0,0,0,1,1,1,1,-1,0,1,1,1,1,0,0.7142857142857143,0,46,1,1,5,1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.7142857142857143,1,0,0,1,0,-1
0.0,1,1,1,1,0,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,0.0,0,52,1,-1,20,-1
0.0,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,14,-1
4.95,-1,1,1,1,0,1,0,0,-1,1,1,1,-1,0,1,1,1,0,0,0.6666666666666666,1,0,0,1,0,1
3.64,1,1,-1,1,0,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,0.625,0,36,1,1,4,1
1.89,1,1,-1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,15,-1
1.51,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0.5,1,0,0,1,0,-1
3.34,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,-1,1,1,0,0.6666666666666666,1,0,0,1,0,1
0.0,0,1,-1,-1,-1,1,0,1,-1,1,1,1,1,-1,-1,-1,-1,0,0,0.5,0,23,1,-1,36,-1
0.0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.5,0,53,1,0,14,-1
0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,0,1,0,0.6666666666666666,1,0,0,1,0,1
1.48,0,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,-1,1,0,0.6,1,0,0,1,0,1
3.1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0.5,1,0,0,1,0,1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,1,0,0.5,1,0,0,1,0,-1
0.0,1,1,-1,-1,0,1,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,0.5,1,0,0,1,0,1
4.08,-1,1,1,1,0,1,0,-1,1,1,1,1,1,0,1,1,1,1,0,0.6,0,50,1,1,4,1
8.81,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1.0,1,0,1,1,4,-1
0.0,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,1,0,0,0.4285714285714285,-1,71,1,-1,17,-1
0.0,-1,1,-1,1,0,1,0,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0.5714285714285714,0,36,1,-1,32,-1
2.73,1,1,-1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
2.5,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,14,-1
4.35,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,0.6,0,33,1,1,2,1
3.41,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0.5,0,55,0,1,0,1
2.13,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,11,-1
4.1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,-1,1,1,0,0.625,0,59,2,1,4,1
2.2,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,0,1,0,0.6,0,55,1,1,3,1
0.0,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0.2857142857142857,1,0,0,1,0,-1
0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0.75,1,0,0,1,0,-1
4.85,-1,1,1,1,0,0,0,1,1,-1,1,1,1,0,1,-1,1,1,0,0.25,0,53,1,0,13,1
5.62,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,1,0,0.6666666666666666,1,0,0,1,0,-1
1.65,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,1,-1,0,1,0,0.5,0,53,1,0,13,-1
1.78,0,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,0,0,0,0.6,0,40,1,1,7,1
0.0,0,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0.25,0,60,1,-1,52,-1
5.66,0,1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,0,0.4285714285714285,0,40,1,1,2,1
